family,response,cbeta,cenpack,env,hs_pair,pair,rg,rsigma,sheet,ss_pair,vdw,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,dslf_fa13,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,yhh_planarity,pack,ss_mis,one_core_each,two_core_each,ss_contributes_core,n_charged,netcharge,total_score_per_res,contact_all_per_res,contact_buried_core_boundary_per_res,contact_buried_core_per_res,degree_per_res,degree_core_per_res,degree_core_boundary_per_res,exposed_hydrophobics_per_res,exposed_total_per_res,exposed_polars_per_res,polar_over_hydrophobic,buried_np_per_res,buried_np_AFILMVWY_per_res,buried_over_exposed,buried_over_exposed_AFILMVWY
P450,1.0,0.3634268514412416,-0.1324916407982262,-0.34606611973392454,0.06280334811529933,-0.17418707317073182,0.1471226385809313,-0.1000118625277162,0.06161179600886913,-0.12492461197339248,0.004657228381374725,-6.281900931263857,1.3337772727272736,-1.9988183592017728,0.010272727272727275,0.22228729490022173,0.6634352993348116,3.790202505543237,-0.2025672727272728,-0.11491356984478934,-0.15585372505543238,-0.5919691130820399,0.0,-0.16402456762749448,0.0254932150776053,-0.20577186252771626,0.24257361419068746,0.009558713968957869,0.1618647450110867,0.0006858980044345898,0.0012587361419068735,0.000944855875831486,0.0017750776053215079,0.0010339024390243901,0.0021065410199556547,0.3048780487804877,0.014412416851441236,-3.2556682705099793,4.339135254988914,4.1851471850742366,2.5097577373649087,0.02492390243902439,0.11611378401151871,0.058554063593488914,23.903465654101996,43.12338199556542,19.21991636363637,0.8042742932835226,1101.6565487783469,1246.194907223275,6.097096264064061,6.897040934901608
P450,1.0,0.36392004434589803,-0.12158028824833708,-0.31424064301552107,0.0632838802660754,-0.1708692239467849,0.14698607538802663,-0.09782953436807099,0.055967050997782694,-0.12288279379157424,0.005715254988913526,-6.269489756097563,1.3114755210643014,-1.979895099778271,0.010243436807095345,0.2163135698447893,0.6587757649667403,3.789454079822615,-0.20496330376940122,-0.11558937915742798,-0.14222447893569845,-0.5933309756097561,0.0,-0.1655462084257206,0.029650532150776048,-0.207599844789357,0.2230943015521065,0.04482552106430156,0.20780709534368086,0.000712239467849224,0.0012706873614190689,0.0009521729490022171,0.0017593569844789356,0.001053192904656319,0.0020780266075388016,0.3048780487804877,0.014412416851441236,-3.18628711751663,4.312305986696228,4.18801398081666,2.5895188791443142,0.024928115299334825,0.11293440462458518,0.05854158068486681,24.117610953436824,43.292264634146335,19.174653436807098,0.7952135745184115,1095.6690693669484,1238.6207877736267,6.052000143237965,6.841603358717247
P450,0.0,0.3628816407982262,-0.1181753436807095,-0.3141567627494458,0.06580077605321508,-0.1794522838137472,0.14713940133037698,-0.10125789356984483,0.05818044345898,-0.1277749223946785,0.007335543237250557,-6.259855676274944,1.3134355654101997,-1.9811458314855868,0.010294966740576492,0.21346019955654102,0.6589099113082039,3.7875512860310403,-0.20582643015521054,-0.11429170731707314,-0.13641674057649666,-0.5925545011086474,0.0,-0.1676891352549889,0.02641984478935698,-0.20989319290465627,0.24779614190687357,0.03178529933481153,0.21197117516629735,0.0006670509977827051,0.0012615964523281604,0.0009491796008869177,0.0017451662971175168,0.001071441241685144,0.002088381374722839,0.3048780487804877,0.014412416851441236,-3.165382261640799,4.304966740576497,4.228393434431103,2.5626406073092385,0.024935986696230598,0.11506444322388663,0.058281875074060456,24.370346430155205,43.39977396895788,19.029427494456762,0.7810403750796658,1108.527240383188,1252.5696439951714,6.0096188599550935,6.790510762151927
P450,1.0,0.3672250997782705,-0.11988403547671835,-0.3785561640798226,0.05550011086474502,-0.2122947228381375,0.1470208425720621,-0.1029626607538802,0.057387006651884655,-0.12467514412416848,0.004778248337028824,-6.23992019955654,1.3313463192904664,-2.0013829490022177,0.01012059866962306,0.22883230598669635,0.6491709312638579,3.845165121951219,-0.20530068736141904,-0.11276507760532146,-0.15498529933481153,-0.5892981818181819,0.0,-0.1673921951219513,0.023253348115299336,-0.2151861197339246,0.2607021729490022,0.02145175166297118,0.1158647450110864,0.0006794678492239468,0.001268536585365853,0.0009290022172949006,0.001690842572062084,0.0010587804878048777,0.002083325942350333,0.3048780487804877,0.014412416851441236,-3.1996439467849216,4.165410199556542,4.212938432454223,2.5779370856290273,0.024927228381374723,0.11345623948128823,0.05795195717751902,23.470765232815964,43.72273350332594,20.251968203991137,0.8629971653170974,1119.1075389658329,1266.5256069187149,6.145524732717194,6.955063897729893
P450,1.0,0.3628837694013305,-0.1379050776053215,-0.34133780487804877,0.05850062084257207,-0.16022598669623062,0.1470264301552106,-0.10114884700665186,0.05555532150776049,-0.12734458980044353,0.00467789356984479,-6.259530975609756,1.3310621286031046,-1.9797416186252774,0.010232195121951221,0.21874585365853658,0.6583357427937913,3.7895339689578718,-0.20898873614190694,-0.11565137472283814,-0.15765337028824833,-0.593602128603104,0.0,-0.15818640798226163,0.03180184035476717,-0.1959823503325942,0.2157433924611974,0.02616292682926829,0.17513303769401356,0.0005454988913525497,0.0012369401330376939,0.0009474057649667401,0.0017119512195121955,0.0010196674057649667,0.002106829268292684,0.3048780487804877,0.014412416851441236,-3.212040221729489,4.280931263858091,4.166520823548917,2.53278664385535,0.024932705099778282,0.11657705268442563,0.058078139955131565,23.868365698447892,43.401970133037715,19.533604035476724,0.8185282653386444,1118.9859391418556,1263.2101898030035,6.1232375480386985,6.912451528388926
P450,1.0,0.3630500443458979,-0.12145317073170736,-0.32200922394678494,0.06713086474501109,-0.18655623059866958,0.14712133037694008,-0.10097521064301551,0.05899481152993346,-0.12909942350332593,0.006837605321507761,-6.2787987361419075,1.322887050997783,-1.9674766962305983,0.010277583148558755,0.21420082039911306,0.6590797117516632,3.7726992904656305,-0.2044707095343681,-0.11204184035476718,-0.14168793791574286,-0.5924060310421287,0.0,-0.16735093126385808,0.02874911308203992,-0.20247787139689585,0.245619711751663,0.007432439024390246,0.2184390243902438,0.0006214855875831487,0.0012338580931263853,0.0009470288248337033,0.0017758758314855877,0.001069246119733925,0.0020840798226164086,0.3048780487804877,0.014412416851441236,-3.1867050554323724,4.350376940133035,4.142525136414211,2.5472961486670824,0.024955476718403546,0.11575776037792314,0.05801382839802382,24.186991108647444,43.036140687361424,18.849149578713963,0.7795281450084549,1099.1552922525248,1241.5722519758733,6.067731885593502,6.853924640751623
P450,1.0,0.3637711529933481,-0.13903352549889136,-0.3282619733924612,0.06258749445676276,-0.18232521064301552,0.14700891352549886,-0.09967569844789356,0.05527137472283807,-0.12597815964523276,0.004427893569844788,-6.271928115299335,1.323736297117517,-1.9704946784922397,0.010120465631929046,0.22121543237250538,0.6602077161862526,3.7804070288248335,-0.20042798226164077,-0.11303738359201777,-0.1482174501108647,-0.5941937028824832,0.0,-0.16879556541019952,0.026678026607538805,-0.19439815964523283,0.20088904656319298,0.0022524168514412406,0.1892815964523284,0.00047866962305986665,0.0012451219512195123,0.0009496452328159644,0.0016905986696230592,0.0010098669623059867,0.00209729490022173,0.3048780487804877,0.014412416851441236,-3.246226297117518,4.312882483370289,4.1203623609764115,2.5790423531533504,0.024961685144124158,0.1164625318719008,0.05867017250463584,23.61541441241686,43.183234966740585,19.567820554323735,0.8288243205258408,1145.2855573625975,1291.3494500912034,6.186982979774906,6.976039309405581
P450,1.0,0.36422915742793777,-0.12839966740576503,-0.3601303325942351,0.06310733924611972,-0.19195614190687363,0.14714738359201773,-0.10161157427937915,0.06305330376940127,-0.12753374722838137,0.005202749445676273,-6.269381973392461,1.3303861640798222,-2.001133126385809,0.010187450110864742,0.22404689578713974,0.6605163192904661,3.8097431929046564,-0.20744097560975605,-0.11442611973392465,-0.15521365853658542,-0.5896024611973395,0.0,-0.16485379157427935,0.02542470066518847,-0.2077164301552107,0.27533960088691783,-0.020246873614190686,0.13926385809312652,0.0005468070953436804,0.0012649445676274939,0.0009309534368070951,0.0016909977827050987,0.0010364079822616406,0.0021050776053215085,0.3048780487804877,0.014412416851441236,-3.2545613968957876,4.251929046563193,4.15807620929213,2.4789842487800504,0.024923192904656312,0.11652187891561493,0.058080089697472574,23.70922152993348,43.49108594235032,19.781864634146345,0.8345003786254641,1125.598064594085,1273.4548195079599,6.115904824311113,6.919280264558385
P450,1.0,0.3636201995565411,-0.12954536585365856,-0.35961842572062075,0.06554866962305989,-0.21667130820399114,0.147259401330377,-0.10374988913525496,0.06412011086474496,-0.13154394678492246,0.006170310421286031,-6.25650243902439,1.3256125498891358,-2.0136901995565415,0.01019217294900222,0.22153909090909102,0.6578277827050998,3.8085729046563177,-0.20956363636363623,-0.11182206208425727,-0.15311898004434596,-0.589008558758315,0.0,-0.16609317073170726,0.02664556541019955,-0.21062168514412416,0.2836662971175166,-0.026909977827050992,0.14342572062084227,0.0005691130820399114,0.0012520399113082042,0.000929157427937916,0.0017181818181818175,0.0010188913525498889,0.002097893569844788,0.3048780487804877,0.014412416851441236,-3.259278802660754,4.222594235033259,4.149919299364566,2.462150869757259,0.02493745011086474,0.11783023037243254,0.05794694367153812,23.954401884700665,43.57614405764964,19.62174203991131,0.8193287077104107,1127.9166633988434,1275.4734967416118,6.074091523916575,6.868719123443702
P450,0.0,0.36332086474501124,-0.13890175166297117,-0.340071374722838,0.06211088691796008,-0.17226053215077616,0.14722439024390244,-0.10068303769401328,0.05960443458980038,-0.12665829268292683,0.004432771618625275,-6.2689491352549895,1.32908800443459,-1.9676652993348114,0.010191086474501107,0.21564662971175175,0.658278980044346,3.7697095565410192,-0.20743252771618625,-0.11617678492239464,-0.1515066962305987,-0.5911439024390241,0.0,-0.1624317073170732,0.026604966740576493,-0.19617780487804878,0.2495143902439024,0.011198492239467846,0.17527494456762743,0.0005850776053215076,0.0012354988913525493,0.0009393791574279384,0.0016497339246119727,0.001027982261640798,0.002104611973392462,0.3048780487804877,0.014412416851441236,-3.2153909090909094,4.230687361419071,4.126959256693629,2.44321715000076,0.024957383592017747,0.11717932650692334,0.0582127229711611,24.02810640798228,43.76117807095345,19.733071529933483,0.8214140116041914,1140.2841888069686,1287.3574652720004,6.094058621842169,6.880067212754957
P450,1.0,0.36547711751662976,-0.13113379157427935,-0.3527178270509977,0.06397277161862525,-0.18765339246119733,0.14736729490022168,-0.10088208425720623,0.0629185144124168,-0.12692756097560975,0.0053643902439024374,-6.2358390465631945,1.3295624611973396,-2.0086139024390244,0.010084101995565413,0.22162496674057658,0.6575556762749448,3.8119635698447905,-0.1985349445676275,-0.11271286031042128,-0.15126745011086473,-0.5886125277161862,0.0,-0.16531722838137472,0.02498658536585366,-0.21000753880266082,0.2732140798226164,-0.03172926829268294,0.13199556541019977,0.0004942793791574278,0.0012369844789356986,0.0009377827050997783,0.0016912195121951217,0.0010053658536585365,0.002101308203991131,0.3048780487804877,0.014412416851441236,-3.241153325942351,4.233658536585364,4.07853778938913,2.4249238197714065,0.024908869179600886,0.11708027101932558,0.05850719783919899,24.02113689578714,43.71793545454547,19.69679880266076,0.820151555066148,1136.2820390705147,1284.4641122982896,6.054363365802021,6.843910401459393
P450,1.0,0.36371517777777773,-0.14413908888888893,-0.3466191111111113,0.05909493333333335,-0.22070586666666667,0.14724482222222224,-0.1043664666666667,0.05956373333333334,-0.12784340000000008,0.006691244444444444,-6.17664451111111,1.3035200666666669,-1.9726023333333331,0.010105133333333334,0.21531253333333333,0.6421795111111115,3.759879977777778,-0.2021567555555556,-0.10960893333333332,-0.15498422222222227,-0.589474111111111,0.0,-0.1605352222222222,0.02620051111111113,-0.2109700888888888,0.24738648888888906,-0.003906266666666666,0.19335111111111092,0.0005097111111111113,0.0012624666666666668,0.0009097333333333336,0.0017502888888888887,0.0010637777777777772,0.002098311111111111,0.3055555555555562,0.014444444444444466,-3.182437222222222,4.126111111111111,4.0540868608392024,2.5625662434317213,0.02501977777777777,0.11415497035121584,0.057859701842282736,24.812452555555556,44.13619939999999,19.323746800000006,0.7789235702497587,1099.7198355342778,1242.1027277787068,5.881427683478416,6.642907705063425
P450,0.0,0.36552706666666673,-0.14653962222222217,-0.3437945777777778,0.05572499999999999,-0.20386442222222223,0.14730671111111118,-0.1038373777777778,0.05516233333333335,-0.12671117777777777,0.0054609555555555555,-6.175257111111112,1.3025255111111114,-1.9916370444444447,0.010000466666666668,0.2164250444444444,0.6432289999999997,3.7766346000000004,-0.19426555555555558,-0.11095773333333334,-0.15607928888888886,-0.5912257333333332,0.0,-0.16073326666666674,0.021168022222222218,-0.2100840444444446,0.24371217777777765,-0.0013104666666666667,0.1818955555555558,0.0004413111111111109,0.001256644444444444,0.0009199111111111117,0.0017268888888888887,0.0010626222222222216,0.002090377777777778,0.3055555555555562,0.014444444444444466,-3.195519133333333,4.189577777777778,4.005941691347738,2.577089515010495,0.024998911111111112,0.11375683206533188,0.05793102053779446,24.691296088888908,44.00903784444446,19.317741466666668,0.7825070076290339,1109.6586269163931,1252.8698379661103,5.90749602502366,6.669910374350182
P450,1.0,0.3643983370288248,-0.12052953436807093,-0.37236310421286023,0.059960288248337025,-0.22842873614190679,0.1470713303769401,-0.1002927937915743,0.05195634146341463,-0.12986472283813752,0.0059229046563192885,-6.262720199556539,1.3169586696230606,-2.0096817738359203,0.010101308203991131,0.22310851441241686,0.6585721507760535,3.824775498891351,-0.2118566740576496,-0.11262988913525497,-0.1478224390243902,-0.5927696895787139,0.0,-0.16695425720620846,0.025166585365853658,-0.20996804878048786,0.25817603104212855,0.007621419068736142,0.14010864745011095,0.0005923281596452328,0.0012793569844789354,0.0009466740576496672,0.0017021951219512192,0.0010535920177383586,0.002075432372505543,0.3048780487804877,0.014412416851441236,-3.249222350332594,4.2480044345898005,4.202200169390749,2.581322360206445,0.024890753880266087,0.1153475291287995,0.05770372456109932,23.378537671840366,43.08430847006652,19.705770842572058,0.8430188313087246,1111.4097807256358,1257.9603153480214,6.180987442684904,6.9960126745380125
P450,1.0,0.3634929046563191,-0.11690984478935693,-0.362019977827051,0.05968106430155212,-0.18013838137472285,0.14714718403547672,-0.0989660532150776,0.050805432372505496,-0.1253389356984479,0.00407578713968958,-6.328284900221728,1.378509911308204,-2.027059512195122,0.010292372505543235,0.234230199556541,0.6614106651884698,3.866196075388026,-0.20684995565410205,-0.11293924611973391,-0.16432658536585365,-0.5980645232815962,0.0,-0.17095884700665184,0.024582106430155223,-0.19444760532150776,0.20417396895787143,0.004031175166297117,0.11900665188470091,0.0005346563192904658,0.0012604212860310418,0.00093960088691796,0.0017307095343680704,0.0010436141906873613,0.0020970066518847014,0.3048780487804877,0.014412416851441236,-3.2999631263858085,4.391175166297117,4.290919401155635,2.6163368663800237,0.024909113082039913,0.116229943638548,0.05863674928034936,22.902954101995565,42.87714656319291,19.974192261640795,0.8722655470722919,1122.6181528786128,1268.109053773532,6.336656688236656,7.157885071074909
P450,1.0,0.36584363636363654,-0.12739973392461196,-0.3654435476718404,0.05935019955654103,-0.20308394678492242,0.14713250554323726,-0.09864844789356994,0.05080873614190686,-0.12551077605321506,0.005565543237250554,-6.2516578935698455,1.327165033259423,-2.012572195121951,0.010010509977827053,0.22501057649667414,0.6608008425720623,3.8407482926829277,-0.2068687139689578,-0.11336909090909089,-0.15037064301552108,-0.5917039024390243,0.0,-0.16848658536585365,0.024739889135255003,-0.20790252771618628,0.25222305986696236,0.009077649667405763,0.12867849223946773,0.0005631263858093125,0.0012644345898004433,0.0009567849223946787,0.001704988913525499,0.0010159645232815965,0.0020805543237250547,0.3048780487804877,0.014412416851441236,-3.2239150110864743,4.27208425720621,4.166651581661954,2.5164117576460563,0.02486170731707317,0.115294606154117,0.058147522940801444,23.393950842572053,43.09500042128603,19.701049645232818,0.8423136874139853,1130.2332758786258,1278.7965658340524,6.174225553976536,6.985795413758407
P450,1.0,0.3632252993348115,-0.1343189135254989,-0.34518268292682924,0.06368656319290462,-0.19185940133037685,0.14708436807095346,-0.09772241685144122,0.0528583813747228,-0.1237031707317073,0.005774345898004434,-6.221976607538803,1.3140068514412417,-1.9788450776053212,0.01013470066518847,0.22114059866962296,0.6615857649667406,3.738170044345897,-0.20792494456762753,-0.11509929046563196,-0.15081088691796013,-0.5923327494456762,0.0,-0.1649622394678492,0.024564390243902435,-0.20789827050997778,0.282118913525499,0.046631729490022186,0.17424168514412447,0.0007210864745011083,0.0012701330376940132,0.0009402660753880265,0.0017818181818181822,0.0010856762749445674,0.002076518847006652,0.3048780487804877,0.014412416851441236,-3.166534013303769,4.280731707317073,4.144749732384293,2.5603554656751233,0.024884190687361425,0.11355972193439691,0.05820164485402124,23.982675654102,43.17470529933481,19.19202960088691,0.8004131110101759,1076.2265096229005,1218.9767986115983,6.043060845088991,6.8446102162478475
P450,1.0,0.36708496674057645,-0.11792447893569843,-0.37021159645232826,0.056657937915742786,-0.19138944567627492,0.14700545454545452,-0.10317833702882481,0.053073015521064255,-0.12511603104212862,0.005121884700665187,-6.278107184035478,1.3430508869179603,-2.006192150776054,0.010258736141906874,0.23017259423503325,0.6556626607538801,3.852219268292682,-0.19774512195121952,-0.1119581374722838,-0.16418055432372505,-0.5942566297117519,0.0,-0.166340266075388,0.028390909090909085,-0.20795521064301553,0.235049578713969,0.006999933481152993,0.1452549889135253,0.0006223946784922394,0.0012644345898004436,0.0009288026607538797,0.0017691796008869184,0.0011017294900221727,0.002092793791574279,0.3048780487804877,0.014412416851441236,-3.2190536363636353,4.289246119733923,4.242598404117884,2.6839679019991562,0.02490902439024389,0.11393377750089577,0.05808202246914284,23.665102682926836,43.136647494456774,19.471544523281597,0.8229629618158149,1084.237310101517,1226.641727046564,6.126250836822408,6.930876512722748
